date,year,album,song,artist,danceability,energy,speechiness,loudness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms
,1967,Sgt. Pepper's Lonely Hearts Club Band,a day in the life,Beatles,0.364,0.457,0.0675,-14.162,0.29,0.000106,0.922,0.175,163.219,337413
,1964,A Hard Day's Night,A Hard Day's Night,Beatles,0.59,0.805,0.0371,-6.481,0.137,0,0.0996,0.797,138.514,154200
,1970,Let It Be,across the universe,Beatles,0.257,0.412,0.0287,-11.788,0.361,0.0000868,0.0702,0.858,152.126,228133
,1965,Help!,act naturally,Beatles,0.702,0.447,0.0308,-10.122,0.366,0,0.153,0.944,93.02,150373
,1963,With The Beatles,All I've Got To Do,Beatles,0.49,0.579,0.0344,-10.301,0.217,0,0.0644,0.879,119.403,122573
,1963,With The Beatles,All My Loving,Beatles,0.416,0.563,0.0298,-8.724,0.207,0,0.343,0.9,77.56,127853
,1969,Yellow Submarine,all together now,Beatles,0.587,0.431,0.0686,-9.495,0.0722,0,0.561,0.778,95.937,130893
,1967,Magical Mystery Tour,all you need is love,Beatles,0.4,0.48,0.0295,-7.768,0.346,0.000031,0.155,0.653,103.436,230387
,1969,Yellow Submarine,all you need is love,Beatles,0.4,0.463,0.0288,-8.455,0.345,0.0000459,0.286,0.627,103.103,231213
,1964,A Hard Day's Night,And I Love Her,Beatles,0.767,0.331,0.0337,-10.777,0.64,0,0.0681,0.636,113.312,149693
,1966,Revolver,and your bird can sing,Beatles,0.555,0.65,0.0282,-6.936,0.0067,0.0491,0.236,0.966,132.59,120493
,1963,Please Please Me,Anna,Beatles,0.608,0.565,0.0336,-11.06,0.635,0,0.0601,0.835,109.286,177133
,1965,Help!,another girl,Beatles,0.516,0.638,0.0314,-7.453,0.238,0,0.333,0.822,88.657,125360
,1964,A Hard Day's Night,any time at all,Beatles,0.612,0.719,0.0398,-7.026,0.366,0.00000388,0.437,0.744,141.016,131280
,1963,Please Please Me,Ask Me Why,Beatles,0.605,0.394,0.0378,-11.33,0.767,0,0.0967,0.597,133.942,146533
,1963,Please Please Me,Baby It's You,Beatles,0.608,0.494,0.0345,-12.211,0.778,0,0.0926,0.879,112.421,160520
,1967,Magical Mystery Tour,"baby, youre a rich man",Beatles,0.619,0.625,0.036,-9.635,0.0119,0.00000105,0.152,0.467,96.751,181307
,1964,Beatles for Sale,babys in black,Beatles,0.374,0.596,0.0416,-7.666,0.434,0,0.098,0.876,202.97,124520
,1968,The Beatles (white album),back in the ussr,Beatles,0.48,0.969,0.0854,-7.464,0.069,0.00022,0.0608,0.494,142.489,163453
,1969,Abbey Road,because,Beatles,0.328,0.249,0.0272,-11.777,0.754,0.00000577,0.134,0.162,81.257,165667
,1967,Sgt. Pepper's Lonely Hearts Club Band,being for the benefit of mr.kite!,Beatles,0.526,0.413,0.0446,-9.865,0.338,0,0.0992,0.71,111.874,157533
,1968,The Beatles (white album),birthday,Beatles,0.541,0.727,0.0384,-7.509,0.0000737,0.717,0.232,0.91,139.239,163080
,1968,The Beatles (white album),blackbird,Beatles,0.686,0.127,0.0342,-14.361,0.754,0.0000141,0.0573,0.372,93.699,138387
,1967,Magical Mystery Tour,blue jay way,Beatles,0.294,0.407,0.0308,-11.575,0.0258,0.000219,0.0852,0.0378,101.052,235067
,1963,Please Please Me,Boys,Beatles,0.402,0.86,0.0504,-10.31,0.607,0,0.736,0.822,142.445,146440
,1964,A Hard Day's Night,cant buy me love,Beatles,0.483,0.677,0.0593,-5.91,0.283,0,0.321,0.842,170.72,131867
,1969,Abbey Road,carry that weight ,Beatles,0.543,0.458,0.0274,-8.976,0.226,0.00663,0.298,0.704,84.319,96467
,1963,Please Please Me,Chains,Beatles,0.654,0.561,0.0304,-10.551,0.608,0,0.129,0.929,129.884,145080
,1969,Abbey Road,come together,Beatles,0.533,0.376,0.0393,-11.913,0.0302,0.248,0.0926,0.187,165.007,259947
,1968,The Beatles (white album),cry baby cry,Beatles,0.517,0.529,0.0323,-11.851,0.115,0.00396,0.174,0.362,76.644,182080
,1968,The Beatles (white album),dear prudence ,Beatles,0.388,0.529,0.0436,-10.533,0.16,0.0681,0.108,0.332,150.721,235773
,1963,With The Beatles,Devil In Her Heart,Beatles,0.618,0.622,0.0296,-8.861,0.227,0,0.0438,0.966,121.072,146213
,1970,Let It Be,dig a pony,Beatles,0.538,0.478,0.0388,-8.957,0.472,0,0.17,0.527,59.004,235000
,1970,Let It Be,dig it ,Beatles,0.54,0.489,0.117,-12.276,0.659,0.0019,0.457,0.67,157.03,50467
,1965,Help!,dizzy miss lizzy,Beatles,0.373,0.934,0.0591,-6.753,0.116,0.00445,0.0962,0.918,136.037,176507
,1963,Please Please Me,Do You Want to Know a Secret,Beatles,0.673,0.349,0.0368,-12.414,0.608,0,0.38,0.609,124.451,117013
,1966,Revolver,doctor robert,Beatles,0.394,0.64,0.0488,-8.992,0.164,0.139,0.153,0.574,164.626,134267
,1963,With The Beatles,Don�t Bother Me,Beatles,0.371,0.724,0.0562,-9.792,0.554,0,0.299,0.916,170.377,148253
,1968,The Beatles (white album),don�t pass me by,Beatles,0.599,0.537,0.0254,-9.617,0.594,0.0000192,0.194,0.946,84.895,230453
,1965,Rubber Soul,drive my car,Beatles,0.754,0.571,0.0421,-8.547,0.0173,0,0.3,0.82,122.463,148893
,1964,Beatles for Sale,eight days a week,Beatles,0.652,0.583,0.038,-7.811,0.412,0,0.119,0.744,138.134,163600
,1966,Revolver,eleanor rigby,Beatles,0.581,0.28,0.0381,-9.091,0.936,0.0000156,0.305,0.813,137.831,126533
,1964,Beatles for Sale,every little thing,Beatles,0.74,0.49,0.038,-9.095,0.488,0,0.103,0.678,123.227,123800
,1968,The Beatles (white album),everybodys got something to hide even you,Beatles,0.523,0.731,0.0559,-8.613,0.0207,0.000464,0.081,0.81,117.089,144773
,1964,Beatles for Sale,everybodys trying to be my baby,Beatles,0.543,0.806,0.0385,-7.231,0.466,0,0.134,0.943,85.172,146000
,1967,Sgt. Pepper's Lonely Hearts Club Band,fixing a hole,Beatles,0.469,0.507,0.0451,-8.917,0.382,0,0.0783,0.619,112.984,156827
,1967,Magical Mystery Tour,flying ,Beatles,0.551,0.395,0.0501,-14.755,0.368,0.88,0.0932,0.261,92.929,135520
,1966,Revolver,for no one,Beatles,0.483,0.351,0.0278,-10.487,0.783,0,0.115,0.713,81.208,119813
,1970,Let It Be,for you blue,Beatles,0.88,0.556,0.0855,-10.773,0.24,0.0483,0.24,0.955,128.542,152213
,1970,Let It Be,get back,Beatles,0.761,0.592,0.0586,-9.836,0.492,0.00626,0.61,0.332,123.095,189387
,1967,Sgt. Pepper's Lonely Hearts Club Band,getting better,Beatles,0.632,0.471,0.0348,-7.887,0.313,0.00000508,0.0712,0.764,121.672,168120
,1965,Rubber Soul,girl,Beatles,0.699,0.294,0.0294,-13.205,0.587,0,0.117,0.893,96.615,151720
,1968,The Beatles (white album),glass onion,Beatles,0.523,0.51,0.0514,-9.827,0.0123,0.0000838,0.108,0.789,120.432,137840
,1969,Abbey Road,golden slumbers,Beatles,0.419,0.152,0.0277,-12.126,0.326,0.0034,0.113,0.239,80.608,91760
,1966,Revolver,good day sunshine,Beatles,0.77,0.496,0.0468,-8.45,0.719,0,0.123,0.571,117.331,129293
,1967,Sgt. Pepper's Lonely Hearts Club Band,good morning good mornng,Beatles,0.542,0.618,0.139,-8.876,0.0858,0,0.772,0.93,121.849,161227
,1968,The Beatles (white album),good night,Beatles,0.146,0.355,0.0352,-14.583,0.865,0.835,0.114,0.178,146.408,193760
,1966,Revolver,got to get you into my life,Beatles,0.521,0.524,0.0302,-6.136,0.42,0.00000927,0.0838,0.711,136.679,149240
,1968,The Beatles (white album),happiness is a warm gem,Beatles,0.431,0.54,0.0589,-9.6,0.523,0.00000134,0.169,0.44,139.288,164547
,1967,Magical Mystery Tour,"hello, goodbye",Beatles,0.479,0.733,0.0256,-8.753,0.306,0.000024,0.414,0.806,99.307,208840
,1965,Help!,Help!,Beatles,0.534,0.725,0.0332,-7.576,0.188,0,0.0994,0.763,95.003,139560
,1968,The Beatles (white album),helter skelter,Beatles,0.166,0.831,0.0894,-8.469,0.000606,0.846,0.811,0.281,167.518,269787
,1969,Abbey Road,her majesty,Beatles,0.703,0.215,0.0892,-23.03,0.728,0.00000123,0.13,0.522,100.874,25987
,1966,Revolver,"here, there and everywhere",Beatles,0.29,0.247,0.0383,-12.125,0.921,0.00565,0.0917,0.36,165.361,144880
,1969,Abbey Road,Heres comes the sun,Beatles,0.557,0.54,0.0347,-10.484,0.0339,0.00248,0.179,0.394,129.171,185733
,1969,Yellow Submarine,hey bulldog,Beatles,0.587,0.617,0.028,-9.164,0.0197,0.639,0.199,0.947,100.495,191307
,1963,With The Beatles,Hold Me Tight,Beatles,0.54,0.744,0.0312,-9.637,0.664,0,0.21,0.963,135.731,151907
,1964,Beatles for Sale,honey don�t ,Beatles,0.629,0.545,0.0348,-11.466,0.473,0.0000508,0.0854,0.735,162.438,177427
,1968,The Beatles (white album),honey pie,Beatles,0.537,0.297,0.0822,-15.452,0.88,0.000015,0.145,0.553,144.197,161160
,1967,Magical Mystery Tour,I am the walrus,Beatles,0.401,0.556,0.0513,-10.532,0.0828,0.000359,0.589,0.654,85.206,275867
,1964,Beatles for Sale,I don�t want to spoil the party ,Beatles,0.533,0.668,0.033,-7.237,0.451,0,0.149,0.889,95.438,154467
,1970,Let It Be,I me mine,Beatles,0.291,0.638,0.0554,-7.854,0.179,0,0.101,0.525,185.235,145587
,1965,Help!,I need you,Beatles,0.601,0.489,0.0455,-8.554,0.277,0,0.0988,0.638,136.215,148787
,1963,Please Please Me,I Saw Her Standing There,Beatles,0.491,0.801,0.0361,-9.835,0.27,0,0.0665,0.971,160.109,173947
,1964,A Hard Day's Night,I should Have Known Better,Beatles,0.682,0.444,0.0289,-7.689,0.257,0,0.115,0.91,130.704,163080
,1963,With The Beatles,I Wanna Be Your Man,Beatles,0.553,0.914,0.0415,-8.232,0.477,0,0.292,0.683,99.138,119507
,1966,Revolver,I want to tell you,Beatles,0.493,0.525,0.0315,-9.289,0.182,0.0000044,0.148,0.449,127.492,147973
,1969,Abbey Road,I want you(she's so heavy),Beatles,0.37,0.515,0.0321,-9.487,0.0233,0.205,0.0966,0.42,115.732,467320
,1968,The Beatles (white album),I will,Beatles,0.631,0.387,0.0262,-11.529,0.742,0.000406,0.0822,0.832,103.11,105933
,1964,A Hard Day's Night,If I Fell,Beatles,0.665,0.31,0.0278,-8.928,0.68,0,0.0877,0.568,108.211,139467
,1965,Rubber Soul,if I needed someone,Beatles,0.492,0.755,0.0331,-9.273,0.00748,0,0.102,0.796,127.387,142267
,1964,A Hard Day's Night,ill be back,Beatles,0.721,0.527,0.0293,-7.224,0.744,0,0.186,0.641,123.902,144187
,1964,A Hard Day's Night,ill cry instead,Beatles,0.643,0.73,0.0347,-6.859,0.0917,0,0.253,0.96,96.711,105987
,1964,Beatles for Sale,ill follow the sun,Beatles,0.689,0.313,0.0366,-10.073,0.789,0,0.144,0.625,133.754,108853
,1964,Beatles for Sale,im a loser,Beatles,0.492,0.628,0.0439,-7.813,0.567,0.00000107,0.267,0.856,89.877,150027
,1964,A Hard Day's Night,Im Happy Just To Dance With You,Beatles,0.658,0.537,0.0307,-7.535,0.138,0,0.0572,0.887,132.115,116373
,1965,Rubber Soul,im looking through you ,Beatles,0.667,0.498,0.0364,-11.027,0.00772,0,0.0481,0.774,85.843,146387
,1966,Revolver,im only sleeping,Beatles,0.494,0.47,0.0301,-9.599,0.21,0,0.28,0.698,103.477,180320
,1968,The Beatles (white album),im so tired,Beatles,0.433,0.483,0.175,-9.422,0.656,0.0000264,0.539,0.717,68.492,123493
,1965,Rubber Soul,in my life,Beatles,0.688,0.435,0.0323,-11.359,0.449,0,0.113,0.435,103.239,146333
,1963,With The Beatles,It Wont Be Long,Beatles,0.472,0.673,0.0318,-8.853,0.284,0,0.206,0.862,133.117,133387
,1969,Yellow Submarine,its all too much ,Beatles,0.39,0.781,0.0364,-7.878,0.000043,0.412,0.1,0.199,113.511,385013
,1965,Help!,its only love,Beatles,0.629,0.551,0.0256,-8.281,0.22,0,0.0432,0.685,113.155,116480
,1970,Let It Be,ive got a feeling,Beatles,0.44,0.609,0.0358,-8.824,0.0715,0,0.582,0.364,165.156,217560
,1965,Help!,ive just seen a face,Beatles,0.647,0.56,0.0387,-8.809,0.723,0,0.118,0.913,120.418,125040
,1968,The Beatles (white album),julia,Beatles,0.512,0.0953,0.0304,-16.082,0.828,0.000268,0.117,0.193,134.706,176667
,1964,Beatles for Sale,kansas city/ Hey-Hey-Hey-Hey,Beatles,0.588,0.724,0.0335,-6.63,0.614,0.0000892,0.877,0.924,131.36,158147
,1970,Let It Be,let it be ,Beatles,0.443,0.403,0.0322,-8.339,0.631,0,0.111,0.41,143.462,243027
,1963,With The Beatles,Little Child,Beatles,0.526,0.858,0.0476,-8.533,0.292,0.001,0.353,0.886,75.596,106400
,1968,The Beatles (white album),"long, long. Long",Beatles,0.349,0.129,0.0294,-15.883,0.539,0.405,0.192,0.163,104.837,186307
,1963,Please Please Me,Love Me Do,Beatles,0.52,0.829,0.0806,-6.228,0.386,0.000062,0.227,0.744,147.997,141693
,1966,Revolver,love you to,Beatles,0.391,0.593,0.0413,-8.999,0.7,0.000249,0.0829,0.707,123.986,179827
,1967,Sgt. Pepper's Lonely Hearts Club Band,lovely rita,Beatles,0.61,0.471,0.0261,-9.151,0.0634,0,0.118,0.63,87.379,162093
,1967,Sgt. Pepper's Lonely Hearts Club Band,lucy in the sky with diamonds,Beatles,0.311,0.325,0.0283,-9.042,0.0469,0,0.139,0.668,65.09,208467
,1970,Let It Be,maggie mae,Beatles,0.516,0.515,0.215,-12.035,0.379,0,0.103,0.524,169.039,40040
,1967,Magical Mystery Tour,magical mystery tour,Beatles,0.297,0.613,0.0931,-9.065,0.0385,0.0000398,0.0734,0.338,170.962,170107
,1969,Yellow Submarine,march of the meanies,Beatles,0.538,0.378,0.0387,-14.117,0.934,0.758,0.456,0.16,117.185,139360
,1968,The Beatles (white album),martha my dear,Beatles,0.472,0.292,0.0321,-11.591,0.872,0.0007,0.128,0.824,177.624,148573
,1969,Abbey Road,maxwells silver hammer,Beatles,0.764,0.426,0.0405,-11.045,0.629,0.000119,0.132,0.726,131.12,207920
,1969,Abbey Road,mean mr mustard,Beatles,0.676,0.596,0.0272,-9.107,0.0699,0.0000196,0.351,0.97,100.687,66533
,1965,Rubber Soul,michelle,Beatles,0.578,0.29,0.0341,-12.501,0.652,0,0.105,0.666,117.403,162373
,1963,Please Please Me,Misery,Beatles,0.591,0.605,0.0413,-10.925,0.707,0,0.309,0.882,133.348,108547
,1963,With The Beatles,Money(That�s What I Want),Beatles,0.545,0.853,0.0394,-8.369,0.425,0,0.266,0.923,128.816,169507
,1968,The Beatles (white album),mother natures son,Beatles,0.608,0.178,0.0264,-17.109,0.634,0.352,0.166,0.401,84.78,168027
,1964,Beatles for Sale,mr.moonlight,Beatles,0.631,0.424,0.0438,-9.106,0.796,0.000143,0.118,0.589,126.127,158627
,1964,Beatles for Sale,no reply,Beatles,0.718,0.593,0.0377,-9.976,0.67,0,0.172,0.869,124.251,136067
,1965,Rubber Soul,norwegian wood,Beatles,0.425,0.369,0.0379,-11.876,0.183,0.00126,0.112,0.65,176.625,124693
,1963,With The Beatles,Not A Second Time,Beatles,0.471,0.817,0.0372,-9.999,0.213,0,0.498,0.961,124.848,126827
,1965,Rubber Soul,nowhere man,Beatles,0.534,0.624,0.0462,-9.589,0.00797,0,0.128,0.687,121.402,163693
,1968,The Beatles (white album),"obi-la -di, ob-la-da",Beatles,0.818,0.728,0.0314,-8.331,0.232,0.0642,0.251,0.975,113.059,188960
,1969,Abbey Road,octopus's garden,Beatles,0.626,0.512,0.0247,-9.15,0.155,0.0000465,0.215,0.73,92.225,170720
,1969,Abbey Road,oh! Darling,Beatles,0.422,0.656,0.0397,-8.412,0.0126,0.0279,0.268,0.549,173.93,207240
,1970,Let It Be,one after 909,Beatles,0.554,0.828,0.0739,-6.435,0.0307,0,0.907,0.888,90.95,173960
,1969,Yellow Submarine,only a northern song,Beatles,0.175,0.731,0.0705,-8.341,0.000341,0.000751,0.0846,0.801,209.242,204493
,1963,Please Please Me,P.S. I Love You,Beatles,0.635,0.656,0.0291,-8.5,0.389,0.00127,0.0828,0.77,134.435,124360
,1967,Magical Mystery Tour,penny lane,Beatles,0.651,0.488,0.0316,-8.22,0.212,0.026,0.136,0.49,113.038,180893
,1969,Yellow Submarine,pepperland,Beatles,0.354,0.281,0.032,-12.434,0.661,0.763,0.243,0.367,113.126,140733
,1969,Yellow Submarine,pepperland laid waste,Beatles,0.269,0.0902,0.042,-23.018,0.877,0.821,0.302,0.0462,82.423,132773
,1968,The Beatles (white album),piggies,Beatles,0.542,0.445,0.0303,-9.105,0.643,0,0.516,0.52,93.245,124267
,1963,With The Beatles,Please Mister Postman,Beatles,0.552,0.644,0.0372,-9.129,0.675,0,0.36,0.961,122.546,154160
,1963,Please Please Me,Please Please Me,Beatles,0.527,0.48,0.028,-9.61,0.334,0,0.0702,0.706,139.388,120853
,1969,Abbey Road,polythene pam,Beatles,0.474,0.939,0.199,-8.884,0.00472,0.674,0.19,0.499,166.829,72640
,1968,The Beatles (white album),revolution 1,Beatles,0.386,0.626,0.0377,-9.451,0.0785,0.00164,0.621,0.695,98.425,255707
,1968,The Beatles (white album),revolution 9,Beatles,0.208,0.615,0.342,-15.297,0.769,0.118,0.824,0.101,91.158,502013
,1964,Beatles for Sale,rock and roll music,Beatles,0.457,0.917,0.0441,-6.213,0.566,0,0.333,0.965,167.092,151280
,1968,The Beatles (white album),rocky raccoon,Beatles,0.599,0.363,0.0315,-11.728,0.333,0,0.243,0.648,79.456,213107
,1963,With The Beatles,Roll Over Beethoven,Beatles,0.351,0.749,0.0312,-9.435,0.289,0,0.0952,0.967,160.673,165467
,1965,Rubber Soul,run for your life,Beatles,0.563,0.705,0.103,-9.232,0.0103,0,0.0552,0.822,176.732,141093
,1968,The Beatles (white album),savoy truffle,Beatles,0.623,0.544,0.0536,-11.043,0.00814,0.309,0.134,0.793,120.761,174467
,1969,Yellow Submarine,sea of holes,Beatles,0.249,0.0994,0.04,-19.266,0.959,0.926,0.454,0.0357,118.99,136693
,1969,Yellow Submarine,sea of monsters,Beatles,0.253,0.166,0.0346,-16.624,0.945,0.862,0.135,0.0489,83.971,216693
,1969,Yellow Submarine,sea of time ,Beatles,0.237,0.096,0.0387,-20.629,0.971,0.0961,0.203,0.0629,128.054,180213
,1968,The Beatles (white album),sexy sadie ,Beatles,0.577,0.624,0.0285,-9.626,0.33,0.00622,0.117,0.671,75.478,195267
,1967,Sgt. Pepper's Lonely Hearts Club Band,sgt. Peppers lonely hearts club band,Beatles,0.653,0.889,0.0453,-8.006,0.0061,0.589,0.892,0.879,118.773,79067
,1967,Sgt. Pepper's Lonely Hearts Club Band,sgt.peppers lonely hearts club band,Beatles,0.451,0.673,0.0734,-9.115,0.0857,0.00225,0.797,0.583,95.513,122893
,1969,Abbey Road,she came in through the bathroom,Beatles,0.53,0.72,0.0338,-8.793,0.00376,0.0000338,0.314,0.69,80.652,118627
,1966,Revolver,she said she said ,Beatles,0.329,0.678,0.0344,-7.878,0.103,0.168,0.843,0.672,106.476,156040
,1967,Sgt. Pepper's Lonely Hearts Club Band,shes leaving home,Beatles,0.381,0.214,0.0337,-11.629,0.944,0,0.106,0.393,127.581,215160
,1969,Abbey Road,something,Beatles,0.396,0.338,0.0304,-10.872,0.198,0.00000262,0.138,0.377,133.522,182293
,1967,Magical Mystery Tour,strawberry field forever,Beatles,0.39,0.502,0.178,-12.277,0.336,0.000138,0.0713,0.289,97.871,247320
,1969,Abbey Road,sun king,Beatles,0.483,0.177,0.0277,-17.629,0.284,0.499,0.116,0.192,74.994,146267
,1963,Please Please Me,Taste of Honey,Beatles,0.42,0.372,0.0327,-11.416,0.698,0,0.104,0.412,101.408,123480
,1966,Revolver,taxman,Beatles,0.469,0.596,0.0749,-8.348,0.0101,0,0.321,0.783,133.586,158853
,1965,Help!,tell me what you see,Beatles,0.592,0.796,0.0429,-8.125,0.061,0,0.131,0.7,136.675,157987
,1964,A Hard Day's Night,tell me why ,Beatles,0.267,0.688,0.0388,-6.309,0.586,0,0.307,0.797,150.942,128693
,1968,The Beatles (white album),the continue story of bungalow bill,Beatles,0.621,0.459,0.104,-10.414,0.224,0,0.656,0.648,114.816,194160
,1969,Abbey Road,the end ,Beatles,0.647,0.487,0.0689,-10.119,0.00101,0.285,0.138,0.222,123.444,141613
,1967,Magical Mystery Tour,the fool on the hill,Beatles,0.365,0.26,0.0314,-10.577,0.913,0.0000021,0.105,0.49,144.184,179107
,1970,Let It Be,the long and winding road,Beatles,0.299,0.329,0.0279,-10.096,0.756,0.0105,0.0559,0.392,132.282,218187
,1965,Help!,the night before,Beatles,0.461,0.762,0.0379,-6.727,0.0537,0,0.238,0.632,84.496,154933
,1965,Rubber Soul,the word,Beatles,0.59,0.641,0.0416,-9.687,0.00682,0,0.0553,0.792,120.773,163107
,1963,Please Please Me,There's a Place,Beatles,0.455,0.582,0.0292,-10.009,0.629,0.00000422,0.172,0.927,140.928,110493
,1964,A Hard Day's Night,things we said today,Beatles,0.551,0.575,0.0332,-8.208,0.239,0,0.112,0.516,137.054,155333
,1965,Rubber Soul,think for yourself,Beatles,0.529,0.567,0.0282,-9.796,0.0124,0,0.0729,0.799,130.544,138520
,1965,Help!,ticket to ride,Beatles,0.519,0.85,0.0678,-6.777,0.0457,0,0.233,0.749,123.419,189680
,1963,With The Beatles,Till There Was You,Beatles,0.727,0.338,0.0454,-13.887,0.79,0,0.105,0.646,122.421,133507
,1966,Revolver,tomorrow never knows,Beatles,0.38,0.829,0.0405,-6.105,0.000084,0.00208,0.342,0.0534,125.887,179547
,1963,Please Please Me,Twist and Shout,Beatles,0.482,0.849,0.0452,-9.198,0.641,0.00000774,0.0414,0.937,124.631,155227
,1970,Let It Be,two of us,Beatles,0.726,0.702,0.032,-10.757,0.0974,0.0000346,0.239,0.931,109.114,216813
,1965,Rubber Soul,wait,Beatles,0.552,0.487,0.04,-10.574,0.0175,0,0.105,0.657,127.201,134720
,1965,Rubber Soul,what goes on,Beatles,0.67,0.776,0.0749,-10.035,0.0168,0.00000301,0.0732,0.765,96.93,168573
,1964,Beatles for Sale,What youre doing,Beatles,0.695,0.53,0.0403,-8.309,0.301,0.000002,0.0583,0.825,129.506,150040
,1964,A Hard Day's Night,when I get home,Beatles,0.568,0.793,0.0482,-6.201,0.384,0,0.388,0.64,125.375,136640
,1967,Sgt. Pepper's Lonely Hearts Club Band,when im sixty four,Beatles,0.704,0.241,0.0476,-13.258,0.625,0.000028,0.0868,0.661,140.411,157667
,1968,The Beatles (white album),while my guitar gently weeps,Beatles,0.453,0.654,0.0317,-8.855,0.0205,0.00395,0.172,0.702,115,285000
,1968,The Beatles (white album),why don�t we do it in the road?,Beatles,0.589,0.522,0.0521,-8.718,0.53,0.000243,0.0993,0.957,187.688,101160
,1968,The Beatles (white album),wild honey pie,Beatles,0.792,0.763,0.0506,-11.185,0.425,0.627,0.789,0.152,89.9,52973
,1967,Sgt. Pepper's Lonely Hearts Club Band,with a little help from my friends,Beatles,0.705,0.515,0.0337,-9.343,0.365,0,0.389,0.803,112.035,164107
,1967,Sgt. Pepper's Lonely Hearts Club Band,within you without you,Beatles,0.352,0.479,0.0338,-9.965,0.339,0.000353,0.486,0.354,126.166,304667
,1964,Beatles for Sale,words of love,Beatles,0.551,0.533,0.0297,-9.8,0.323,0.722,0.173,0.85,122.358,124320
,1966,Revolver,yellow submarine,Beatles,0.604,0.549,0.0389,-9.873,0.531,0,0.438,0.696,111.398,158880
,1969,Yellow Submarine,yellow submarine,Beatles,0.605,0.536,0.0421,-10.069,0.518,0,0.528,0.688,110.849,159720
,1969,Yellow Submarine,yellow submarine in pepperland,Beatles,0.406,0.219,0.0359,-13.155,0.808,0.599,0.15,0.271,105.345,134027
,1968,The Beatles (white album),yer blue,Beatles,0.327,0.525,0.0475,-10.272,0.000875,0.259,0.133,0.435,151.766,240453
,1965,Help!,yesterday,Beatles,0.332,0.179,0.0326,-11.83,0.879,0,0.0886,0.315,96.529,125667
,1964,A Hard Day's Night,you cant do that,Beatles,0.612,0.788,0.0335,-6.251,0.367,0,0.382,0.961,129.161,154893
,1965,Help!,you like me too much,Beatles,0.555,0.57,0.0302,-7.869,0.415,0,0.191,0.899,88.316,156867
,1969,Abbey Road,you never give me your money,Beatles,0.335,0.416,0.0348,-11.051,0.345,0.136,0.116,0.223,174.464,242973
,1963,With The Beatles,You Really Got A Hold On Me,Beatles,0.373,0.388,0.0337,-9.31,0.525,0,0.267,0.687,77.643,181347
,1965,Rubber Soul,you wont see me,Beatles,0.488,0.539,0.0304,-8.752,0.136,0,0.0538,0.473,115.941,199960
,1965,Help!,you�ve got to hide your love away,Beatles,0.398,0.392,0.0282,-9.05,0.207,0,0.102,0.378,184.267,129120
,1967,Magical Mystery Tour,your mother should know,Beatles,0.698,0.293,0.0332,-11.361,0.784,0.0106,0.0936,0.724,117.613,148413
,1965,Help!,youre going to lose that girl,Beatles,0.533,0.66,0.0337,-7.694,0.346,0,0.26,0.818,131.975,138667
11/10/17,2017,reputation,...Ready For It?,Taylor Swift,0.613,0.764,0.136,-6.509,0.0527,0,0.197,0.417,160.015,208187
12/11/20,2020,evermore,'tis the damn season,Taylor Swift,0.575,0.434,0.0312,-8.193,0.735,6.59E-05,0.105,0.348,145.916,229840
11/12/21,2021,Red (Taylor's Version),22 (Taylor's Version),Taylor Swift,0.642,0.695,0.0281,-5.62,4.43E-04,1.02E-05,0.0753,0.642,103.984,230960
10/24/06,2006,Taylor Swift,A Perfectly Good Heart,Taylor Swift,0.483,0.751,0.0365,-5.726,0.00349,0,0.128,0.268,156.092,220147
10/24/06,2006,Taylor Swift,A Place In This World,Taylor Swift,0.576,0.777,0.0324,-2.881,0.051,0,0.32,0.428,115.028,199200
8/23/19,2019,Lover,Afterglow,Taylor Swift,0.756,0.449,0.0344,-8.746,0.13,0,0.114,0.399,111.011,223293
11/12/21,2021,Red (Taylor's Version),All Too Well (Taylor's Version),Taylor Swift,0.44,0.528,0.0317,-7.809,0.0171,0.00203,0.234,0.132,185.972,329160
10/27/14,2014,1989,All You Had To Do Was Stay,Taylor Swift,0.605,0.725,0.0323,-5.729,0.00201,2.02E-05,0.101,0.539,96.97,193293
10/21/22,2022,Midnights,Anti-Hero,Taylor Swift,0.638,0.634,0.0457,-6.582,0.133,1.23E-06,0.152,0.519,96.953,200690
7/24/20,2020,folklore,august,Taylor Swift,0.387,0.634,0.0363,-9.222,0.553,6.93E-05,0.0931,0.42,89.567,261920
11/12/21,2021,Red (Taylor's Version),Babe (Taylor's Version) [From The Vault],Taylor Swift,0.584,0.743,0.0931,-7.075,0.0538,2.83E-06,0.121,0.746,167.844,224240
10/25/10,2010,Speak Now,Back To December,Taylor Swift,0.529,0.67,0.0303,-4.663,0.117,0,0.334,0.286,141.893,293027
10/27/14,2014,1989,Bad Blood,Taylor Swift,0.646,0.794,0.19,-6.104,0.0885,6.16E-06,0.201,0.287,170.216,211933
11/12/21,2021,Red (Taylor's Version),Begin Again (Taylor's Version),Taylor Swift,0.519,0.527,0.0274,-7.673,0.075,0,0.132,0.267,78.915,238867
10/21/22,2022,Midnights,Bejeweled,Taylor Swift,0.7,0.55,0.0653,-9.13,0.0661,1.02E-04,0.091,0.412,164.003,194166
11/12/21,2021,Red (Taylor's Version),Better Man (Taylor's Version) [From The Vault],Taylor Swift,0.473,0.579,0.0384,-5.824,0.214,0,0.0877,0.255,73.942,297013
